platform,target_best_period,target_power_24,win_rate_mean,win_rate_best_period,win_rate_power_24,performance_pc1_explained,performance_pc2_explained,performance_pc3_explained,success_pc1_explained,success_pc2_explained,success_pc3_explained,success_pc1_win_rate_loading,success_pc2_win_rate_loading,success_pc3_win_rate_loading,pc1_player_periodogram_best_period,pc1_player_periodogram_valid_players,pc2_player_periodogram_best_period,pc2_player_periodogram_valid_players,deltammr_player_periodogram_best_period,deltammr_player_periodogram_valid_players,pc1_phase_players,pc1_phase_fdr_significant,pc2_phase_players,pc2_phase_fdr_significant,deltammr_phase_players,deltammr_phase_fdr_significant,pc1_circular_status,pc1_circular_preferred,pc1_circular_n,pc2_circular_status,pc2_circular_preferred,pc2_circular_n,deltammr_circular_status,deltammr_circular_preferred,deltammr_circular_n
LA1,24.0,0.042371486024249894,0.4726555913146948,33.0,0.0001401573862968305,0.5475588286676996,0.2248299918837537,0.1031451770591631,0.5661767651410236,0.19986857876651143,0.09273800153350258,0.3857321489121188,-0.009627939844880744,0.12468796961767306,24.0,1000,24.0,1000,24.0,1000,1000,93,1000,32,1000,4,fit,1-component,93,fit,1-component,32,skipped,,4
