metric,phase_local_peak,correction,alpha
PC1,3.972824285189663,Benjamini-Hochberg FDR,0.05
PC1,17.233113630933637,Benjamini-Hochberg FDR,0.05
PC1,2.211885189886578,Benjamini-Hochberg FDR,0.05
PC1,7.908789669359603,Benjamini-Hochberg FDR,0.05
PC1,21.162972902569287,Benjamini-Hochberg FDR,0.05
PC1,15.200131793699889,Benjamini-Hochberg FDR,0.05
PC1,16.753356291417408,Benjamini-Hochberg FDR,0.05
PC1,0.3894639739118153,Benjamini-Hochberg FDR,0.05
PC1,18.16881125064603,Benjamini-Hochberg FDR,0.05
PC1,2.6564723630019973,Benjamini-Hochberg FDR,0.05
PC1,2.0398013015619814,Benjamini-Hochberg FDR,0.05
PC1,10.665931818581534,Benjamini-Hochberg FDR,0.05
PC1,18.754820653155633,Benjamini-Hochberg FDR,0.05
PC1,17.55903513160185,Benjamini-Hochberg FDR,0.05
PC1,23.458282670967957,Benjamini-Hochberg FDR,0.05
PC1,0.09900700508493632,Benjamini-Hochberg FDR,0.05
PC1,6.034798372796434,Benjamini-Hochberg FDR,0.05
PC1,11.96587314439481,Benjamini-Hochberg FDR,0.05
PC1,8.397893357236612,Benjamini-Hochberg FDR,0.05
PC1,3.0951471516865805,Benjamini-Hochberg FDR,0.05
PC1,15.233651409135518,Benjamini-Hochberg FDR,0.05
PC1,17.88281221077814,Benjamini-Hochberg FDR,0.05
PC1,17.41577307856809,Benjamini-Hochberg FDR,0.05
PC1,6.2219174292035415,Benjamini-Hochberg FDR,0.05
PC1,6.2986565405493415,Benjamini-Hochberg FDR,0.05
PC1,16.715281875437856,Benjamini-Hochberg FDR,0.05
PC1,15.31336866620829,Benjamini-Hochberg FDR,0.05
PC1,8.017977979139715,Benjamini-Hochberg FDR,0.05
PC1,23.2362556497756,Benjamini-Hochberg FDR,0.05
PC1,23.716382540223435,Benjamini-Hochberg FDR,0.05
PC1,14.596476859055194,Benjamini-Hochberg FDR,0.05
PC1,1.707204445507049,Benjamini-Hochberg FDR,0.05
PC1,2.3812128575818967,Benjamini-Hochberg FDR,0.05
PC1,13.500555596414884,Benjamini-Hochberg FDR,0.05
PC1,16.24871400057635,Benjamini-Hochberg FDR,0.05
PC1,2.7269129262865217,Benjamini-Hochberg FDR,0.05
PC1,8.983859473086937,Benjamini-Hochberg FDR,0.05
PC1,14.977252215095124,Benjamini-Hochberg FDR,0.05
PC1,7.868358671799854,Benjamini-Hochberg FDR,0.05
PC1,7.638339501589082,Benjamini-Hochberg FDR,0.05
PC1,15.906844483405568,Benjamini-Hochberg FDR,0.05
PC1,18.43520218084396,Benjamini-Hochberg FDR,0.05
PC1,8.713623063303361,Benjamini-Hochberg FDR,0.05
PC1,4.641984193042623,Benjamini-Hochberg FDR,0.05
PC1,21.229727003455093,Benjamini-Hochberg FDR,0.05
PC1,5.591930249707758,Benjamini-Hochberg FDR,0.05
PC1,11.817968963323736,Benjamini-Hochberg FDR,0.05
PC1,3.625175763066702,Benjamini-Hochberg FDR,0.05
PC1,12.037168224723409,Benjamini-Hochberg FDR,0.05
PC1,21.705487591346174,Benjamini-Hochberg FDR,0.05
PC1,1.1049515826187353,Benjamini-Hochberg FDR,0.05
PC1,17.906638219886894,Benjamini-Hochberg FDR,0.05
PC1,22.30355221275996,Benjamini-Hochberg FDR,0.05
PC1,1.0738017374054092,Benjamini-Hochberg FDR,0.05
PC1,3.666710314388931,Benjamini-Hochberg FDR,0.05
PC1,4.2024333320886225,Benjamini-Hochberg FDR,0.05
PC1,0.438839943552944,Benjamini-Hochberg FDR,0.05
PC1,16.342607366555722,Benjamini-Hochberg FDR,0.05
PC1,15.013603337555768,Benjamini-Hochberg FDR,0.05
PC1,17.80003102288303,Benjamini-Hochberg FDR,0.05
PC1,3.361255912365351,Benjamini-Hochberg FDR,0.05
PC1,17.246983530421236,Benjamini-Hochberg FDR,0.05
PC1,22.884419679983903,Benjamini-Hochberg FDR,0.05
PC1,0.743058935600752,Benjamini-Hochberg FDR,0.05
PC1,2.6102481445795416,Benjamini-Hochberg FDR,0.05
PC1,14.808533340773135,Benjamini-Hochberg FDR,0.05
PC1,21.85008831905738,Benjamini-Hochberg FDR,0.05
PC1,22.545193554553265,Benjamini-Hochberg FDR,0.05
PC1,17.668482527874797,Benjamini-Hochberg FDR,0.05
PC1,6.335534291356366,Benjamini-Hochberg FDR,0.05
PC1,2.027577622981557,Benjamini-Hochberg FDR,0.05
PC1,19.07488536259193,Benjamini-Hochberg FDR,0.05
PC1,22.836549231483467,Benjamini-Hochberg FDR,0.05
PC1,3.44334613670293,Benjamini-Hochberg FDR,0.05
PC1,11.19414921336491,Benjamini-Hochberg FDR,0.05
PC1,19.3315086541649,Benjamini-Hochberg FDR,0.05
PC1,7.79205676815973,Benjamini-Hochberg FDR,0.05
PC1,14.663090574413925,Benjamini-Hochberg FDR,0.05
PC1,1.4952728356666167,Benjamini-Hochberg FDR,0.05
PC1,18.006800488640277,Benjamini-Hochberg FDR,0.05
PC1,4.7807045574934595,Benjamini-Hochberg FDR,0.05
PC1,15.631208454708915,Benjamini-Hochberg FDR,0.05
PC1,0.8537416187982618,Benjamini-Hochberg FDR,0.05
PC1,2.6384106598619095,Benjamini-Hochberg FDR,0.05
PC1,22.77262891968525,Benjamini-Hochberg FDR,0.05
PC1,23.008560920358768,Benjamini-Hochberg FDR,0.05
PC1,3.067855985162206,Benjamini-Hochberg FDR,0.05
PC1,18.948650254922658,Benjamini-Hochberg FDR,0.05
PC1,0.5044218158129743,Benjamini-Hochberg FDR,0.05
PC1,11.659449091042685,Benjamini-Hochberg FDR,0.05
PC1,2.196334562953604,Benjamini-Hochberg FDR,0.05
PC1,20.965917212884328,Benjamini-Hochberg FDR,0.05
PC1,16.64292150815648,Benjamini-Hochberg FDR,0.05
