metric,phase_local_peak,correction,alpha
PC1,1.439498306435759,Benjamini-Hochberg FDR,0.05
PC1,12.98867675759012,Benjamini-Hochberg FDR,0.05
PC1,14.350356582512514,Benjamini-Hochberg FDR,0.05
PC1,5.939533870778451,Benjamini-Hochberg FDR,0.05
PC1,15.161391357147,Benjamini-Hochberg FDR,0.05
PC1,13.029131908125809,Benjamini-Hochberg FDR,0.05
PC1,17.590360720734672,Benjamini-Hochberg FDR,0.05
PC1,2.483633232230389,Benjamini-Hochberg FDR,0.05
PC1,12.070685696008873,Benjamini-Hochberg FDR,0.05
PC1,20.956563924783254,Benjamini-Hochberg FDR,0.05
PC1,6.9201325609821644,Benjamini-Hochberg FDR,0.05
PC1,22.50502439493407,Benjamini-Hochberg FDR,0.05
PC1,21.25760097417404,Benjamini-Hochberg FDR,0.05
PC1,1.7338509779054974,Benjamini-Hochberg FDR,0.05
PC1,11.896412798150774,Benjamini-Hochberg FDR,0.05
PC1,8.818569143588974,Benjamini-Hochberg FDR,0.05
PC1,20.976692197107916,Benjamini-Hochberg FDR,0.05
PC1,4.015762412390437,Benjamini-Hochberg FDR,0.05
PC1,19.091877409832996,Benjamini-Hochberg FDR,0.05
PC1,17.50672172933216,Benjamini-Hochberg FDR,0.05
PC1,5.004878439632513,Benjamini-Hochberg FDR,0.05
PC1,8.551777822131527,Benjamini-Hochberg FDR,0.05
PC1,2.7790419823598036,Benjamini-Hochberg FDR,0.05
PC1,17.850700468914745,Benjamini-Hochberg FDR,0.05
PC1,22.75951096274234,Benjamini-Hochberg FDR,0.05
PC1,16.978202415854696,Benjamini-Hochberg FDR,0.05
PC1,13.96957710558953,Benjamini-Hochberg FDR,0.05
PC1,20.86195122780447,Benjamini-Hochberg FDR,0.05
PC1,5.236574999994637,Benjamini-Hochberg FDR,0.05
PC1,20.083035184288022,Benjamini-Hochberg FDR,0.05
PC1,23.26516951509466,Benjamini-Hochberg FDR,0.05
PC1,10.417473675649063,Benjamini-Hochberg FDR,0.05
PC1,22.424421552709397,Benjamini-Hochberg FDR,0.05
PC1,3.1857736170186897,Benjamini-Hochberg FDR,0.05
PC1,10.183464006840813,Benjamini-Hochberg FDR,0.05
PC1,19.816571207304907,Benjamini-Hochberg FDR,0.05
PC1,6.332182143607987,Benjamini-Hochberg FDR,0.05
PC1,19.926647712302696,Benjamini-Hochberg FDR,0.05
PC1,8.704938873669782,Benjamini-Hochberg FDR,0.05
PC1,7.542334785112143,Benjamini-Hochberg FDR,0.05
PC1,18.72171925327409,Benjamini-Hochberg FDR,0.05
PC1,23.822440061411264,Benjamini-Hochberg FDR,0.05
PC1,2.5490527935198948,Benjamini-Hochberg FDR,0.05
PC1,22.26799177046962,Benjamini-Hochberg FDR,0.05
PC1,16.724430280209948,Benjamini-Hochberg FDR,0.05
PC1,18.846278804580045,Benjamini-Hochberg FDR,0.05
PC1,1.641584950164301,Benjamini-Hochberg FDR,0.05
PC1,10.699180592669773,Benjamini-Hochberg FDR,0.05
PC1,4.0100531934157,Benjamini-Hochberg FDR,0.05
PC1,14.133039305962075,Benjamini-Hochberg FDR,0.05
PC1,1.5337618888257794,Benjamini-Hochberg FDR,0.05
PC1,19.007380425328996,Benjamini-Hochberg FDR,0.05
PC1,12.71208557356493,Benjamini-Hochberg FDR,0.05
PC1,9.606870499522898,Benjamini-Hochberg FDR,0.05
PC1,18.974664190109934,Benjamini-Hochberg FDR,0.05
PC1,8.604157484666004,Benjamini-Hochberg FDR,0.05
PC1,12.124961834914123,Benjamini-Hochberg FDR,0.05
PC1,5.371364466252707,Benjamini-Hochberg FDR,0.05
PC1,19.453660814659422,Benjamini-Hochberg FDR,0.05
PC1,2.8947056542870513,Benjamini-Hochberg FDR,0.05
PC1,6.008978768468172,Benjamini-Hochberg FDR,0.05
PC1,8.50148568755641,Benjamini-Hochberg FDR,0.05
PC1,17.257462282469675,Benjamini-Hochberg FDR,0.05
PC1,7.370537951399804,Benjamini-Hochberg FDR,0.05
PC1,10.887758059961941,Benjamini-Hochberg FDR,0.05
PC1,19.562627130202692,Benjamini-Hochberg FDR,0.05
PC1,22.405380817092485,Benjamini-Hochberg FDR,0.05
PC1,14.08850333894082,Benjamini-Hochberg FDR,0.05
PC1,18.911416028115063,Benjamini-Hochberg FDR,0.05
PC1,12.694198066778121,Benjamini-Hochberg FDR,0.05
PC1,21.071332797729823,Benjamini-Hochberg FDR,0.05
PC1,3.3529063108333688,Benjamini-Hochberg FDR,0.05
PC1,6.871575161600624,Benjamini-Hochberg FDR,0.05
PC1,15.649464787733361,Benjamini-Hochberg FDR,0.05
PC1,17.24940447616517,Benjamini-Hochberg FDR,0.05
PC1,13.82908988009262,Benjamini-Hochberg FDR,0.05
PC1,8.230412714252935,Benjamini-Hochberg FDR,0.05
PC1,4.997311248307664,Benjamini-Hochberg FDR,0.05
PC1,1.3602181225958887,Benjamini-Hochberg FDR,0.05
PC1,17.164895769420756,Benjamini-Hochberg FDR,0.05
PC1,15.041947580579496,Benjamini-Hochberg FDR,0.05
PC1,5.339351418263135,Benjamini-Hochberg FDR,0.05
PC1,19.044148022843146,Benjamini-Hochberg FDR,0.05
PC1,11.092169756285886,Benjamini-Hochberg FDR,0.05
PC1,8.77069037613414,Benjamini-Hochberg FDR,0.05
PC1,1.3099342492684585,Benjamini-Hochberg FDR,0.05
PC1,6.205042298454533,Benjamini-Hochberg FDR,0.05
PC1,8.376192492030142,Benjamini-Hochberg FDR,0.05
PC1,16.44382617311924,Benjamini-Hochberg FDR,0.05
PC1,8.428910443841978,Benjamini-Hochberg FDR,0.05
PC1,16.503060083322925,Benjamini-Hochberg FDR,0.05
PC1,23.82128829112957,Benjamini-Hochberg FDR,0.05
PC1,1.6073074126442748,Benjamini-Hochberg FDR,0.05
PC1,22.86702724677143,Benjamini-Hochberg FDR,0.05
PC1,23.01389401172419,Benjamini-Hochberg FDR,0.05
PC1,6.316611145927347,Benjamini-Hochberg FDR,0.05
PC1,21.818062270662487,Benjamini-Hochberg FDR,0.05
PC1,0.7214697226191333,Benjamini-Hochberg FDR,0.05
PC1,7.217631195354215,Benjamini-Hochberg FDR,0.05
PC1,23.06323686243396,Benjamini-Hochberg FDR,0.05
PC1,17.429459198236952,Benjamini-Hochberg FDR,0.05
PC1,16.879813792147807,Benjamini-Hochberg FDR,0.05
PC1,19.420628598766832,Benjamini-Hochberg FDR,0.05
PC1,11.8027947712454,Benjamini-Hochberg FDR,0.05
PC1,7.948480085190059,Benjamini-Hochberg FDR,0.05
PC1,11.981829975296112,Benjamini-Hochberg FDR,0.05
PC1,21.317735911487723,Benjamini-Hochberg FDR,0.05
PC1,9.234045451563695,Benjamini-Hochberg FDR,0.05
PC1,1.169559673280638,Benjamini-Hochberg FDR,0.05
PC1,1.809533989862782,Benjamini-Hochberg FDR,0.05
PC1,2.38002115608316,Benjamini-Hochberg FDR,0.05
PC1,22.128321696845784,Benjamini-Hochberg FDR,0.05
PC1,19.28479395688572,Benjamini-Hochberg FDR,0.05
PC1,21.906171992845536,Benjamini-Hochberg FDR,0.05
PC1,21.591788209239528,Benjamini-Hochberg FDR,0.05
PC1,5.10563719337058,Benjamini-Hochberg FDR,0.05
PC1,20.25883232880515,Benjamini-Hochberg FDR,0.05
PC1,8.369478606757554,Benjamini-Hochberg FDR,0.05
PC1,18.21099447638202,Benjamini-Hochberg FDR,0.05
PC1,0.17512111911532457,Benjamini-Hochberg FDR,0.05
PC1,14.746822174923775,Benjamini-Hochberg FDR,0.05
PC1,21.836279680405596,Benjamini-Hochberg FDR,0.05
PC1,2.266990484646197,Benjamini-Hochberg FDR,0.05
PC1,3.432448983763223,Benjamini-Hochberg FDR,0.05
PC1,14.69128954334332,Benjamini-Hochberg FDR,0.05
PC1,0.1869909244814778,Benjamini-Hochberg FDR,0.05
PC1,1.5426122480040831,Benjamini-Hochberg FDR,0.05
PC1,7.029922307377486,Benjamini-Hochberg FDR,0.05
PC1,20.05393356600625,Benjamini-Hochberg FDR,0.05
PC1,15.230101821534198,Benjamini-Hochberg FDR,0.05
PC1,1.65908915246305,Benjamini-Hochberg FDR,0.05
PC1,3.072253200524589,Benjamini-Hochberg FDR,0.05
PC1,1.2686491858332474,Benjamini-Hochberg FDR,0.05
PC1,8.878991917394437,Benjamini-Hochberg FDR,0.05
PC1,5.241141456885892,Benjamini-Hochberg FDR,0.05
PC1,23.080161965091573,Benjamini-Hochberg FDR,0.05
PC1,0.9989832249744239,Benjamini-Hochberg FDR,0.05
PC1,16.15923775181014,Benjamini-Hochberg FDR,0.05
PC1,3.812924359924235,Benjamini-Hochberg FDR,0.05
PC1,7.5953507956599395,Benjamini-Hochberg FDR,0.05
PC1,5.153015253597392,Benjamini-Hochberg FDR,0.05
PC1,4.421018064322283,Benjamini-Hochberg FDR,0.05
PC1,6.638462305459402,Benjamini-Hochberg FDR,0.05
PC1,10.627942313798371,Benjamini-Hochberg FDR,0.05
PC1,19.935506227913518,Benjamini-Hochberg FDR,0.05
PC1,16.54818749415454,Benjamini-Hochberg FDR,0.05
