metric,phase_local_peak,correction,alpha
PC1,9.70566054645097,Benjamini-Hochberg FDR,0.05
PC1,20.13786550635739,Benjamini-Hochberg FDR,0.05
PC1,8.875339524099303,Benjamini-Hochberg FDR,0.05
PC1,0.8949747929800971,Benjamini-Hochberg FDR,0.05
PC1,15.837296760204792,Benjamini-Hochberg FDR,0.05
PC1,12.312909887384915,Benjamini-Hochberg FDR,0.05
PC1,15.347076070801878,Benjamini-Hochberg FDR,0.05
PC1,11.679970199402584,Benjamini-Hochberg FDR,0.05
PC1,2.3074314980710966,Benjamini-Hochberg FDR,0.05
PC1,5.218661301434199,Benjamini-Hochberg FDR,0.05
PC1,17.536924468596045,Benjamini-Hochberg FDR,0.05
PC1,9.02901077578392,Benjamini-Hochberg FDR,0.05
PC1,21.111744294642797,Benjamini-Hochberg FDR,0.05
PC1,1.7809460312721512,Benjamini-Hochberg FDR,0.05
PC1,16.516163355517513,Benjamini-Hochberg FDR,0.05
PC1,2.6453169695176797,Benjamini-Hochberg FDR,0.05
PC1,5.836451405213239,Benjamini-Hochberg FDR,0.05
PC1,8.959517639074136,Benjamini-Hochberg FDR,0.05
PC1,21.008569424561088,Benjamini-Hochberg FDR,0.05
PC1,18.971799894981878,Benjamini-Hochberg FDR,0.05
PC1,22.53997786078445,Benjamini-Hochberg FDR,0.05
PC1,21.097247529699693,Benjamini-Hochberg FDR,0.05
PC1,23.78302143057676,Benjamini-Hochberg FDR,0.05
PC1,22.045938393484036,Benjamini-Hochberg FDR,0.05
PC1,20.703947957711073,Benjamini-Hochberg FDR,0.05
PC1,5.356059834526903,Benjamini-Hochberg FDR,0.05
PC1,9.075028790355756,Benjamini-Hochberg FDR,0.05
PC1,22.893732641788922,Benjamini-Hochberg FDR,0.05
PC1,1.845699096737821,Benjamini-Hochberg FDR,0.05
PC1,1.6564354483890966,Benjamini-Hochberg FDR,0.05
PC1,7.253225901971323,Benjamini-Hochberg FDR,0.05
PC1,19.11519801978783,Benjamini-Hochberg FDR,0.05
PC1,21.608021400988942,Benjamini-Hochberg FDR,0.05
PC1,23.919933173169547,Benjamini-Hochberg FDR,0.05
PC1,2.594159425796871,Benjamini-Hochberg FDR,0.05
PC1,1.797926152147845,Benjamini-Hochberg FDR,0.05
PC1,7.878771812509537,Benjamini-Hochberg FDR,0.05
PC1,6.723145117498799,Benjamini-Hochberg FDR,0.05
PC1,15.552939766495491,Benjamini-Hochberg FDR,0.05
PC1,9.049216685738932,Benjamini-Hochberg FDR,0.05
PC1,0.09164325289283681,Benjamini-Hochberg FDR,0.05
PC1,4.789719201653146,Benjamini-Hochberg FDR,0.05
PC1,6.9365671653013266,Benjamini-Hochberg FDR,0.05
PC1,19.589394422024405,Benjamini-Hochberg FDR,0.05
PC1,22.95708863902793,Benjamini-Hochberg FDR,0.05
PC1,20.08545506332048,Benjamini-Hochberg FDR,0.05
PC1,21.864068464942374,Benjamini-Hochberg FDR,0.05
PC1,7.1724809361435895,Benjamini-Hochberg FDR,0.05
PC1,6.523740105725285,Benjamini-Hochberg FDR,0.05
PC1,19.422039747203158,Benjamini-Hochberg FDR,0.05
PC1,23.479467510575397,Benjamini-Hochberg FDR,0.05
PC1,23.042778364233552,Benjamini-Hochberg FDR,0.05
PC1,11.92788121526047,Benjamini-Hochberg FDR,0.05
PC1,21.58487776245892,Benjamini-Hochberg FDR,0.05
PC1,21.993375609966815,Benjamini-Hochberg FDR,0.05
PC1,7.415061458970698,Benjamini-Hochberg FDR,0.05
PC1,8.195175931831812,Benjamini-Hochberg FDR,0.05
PC1,9.246329630867734,Benjamini-Hochberg FDR,0.05
PC1,7.012242040610985,Benjamini-Hochberg FDR,0.05
PC1,7.092785313769788,Benjamini-Hochberg FDR,0.05
PC1,6.626454556277238,Benjamini-Hochberg FDR,0.05
PC1,6.197831922982566,Benjamini-Hochberg FDR,0.05
PC1,0.41410379810825404,Benjamini-Hochberg FDR,0.05
PC1,4.719253033957244,Benjamini-Hochberg FDR,0.05
PC1,23.303489410451817,Benjamini-Hochberg FDR,0.05
PC1,23.48188668760715,Benjamini-Hochberg FDR,0.05
PC1,10.645153396126144,Benjamini-Hochberg FDR,0.05
PC1,23.618408097250764,Benjamini-Hochberg FDR,0.05
PC1,4.173848007371205,Benjamini-Hochberg FDR,0.05
PC1,7.716781963096324,Benjamini-Hochberg FDR,0.05
PC1,16.38454201796465,Benjamini-Hochberg FDR,0.05
PC1,1.5823006162615982,Benjamini-Hochberg FDR,0.05
PC1,9.508179714199162,Benjamini-Hochberg FDR,0.05
PC1,9.72666280188538,Benjamini-Hochberg FDR,0.05
PC1,21.174670861190016,Benjamini-Hochberg FDR,0.05
PC1,5.994016842130787,Benjamini-Hochberg FDR,0.05
PC1,7.08060920126735,Benjamini-Hochberg FDR,0.05
PC1,11.492471934336738,Benjamini-Hochberg FDR,0.05
PC1,16.747804054507068,Benjamini-Hochberg FDR,0.05
PC1,10.652437333800695,Benjamini-Hochberg FDR,0.05
PC1,9.228213771595673,Benjamini-Hochberg FDR,0.05
PC1,9.08101729286494,Benjamini-Hochberg FDR,0.05
PC1,5.996056543961963,Benjamini-Hochberg FDR,0.05
PC1,12.927346955075667,Benjamini-Hochberg FDR,0.05
PC1,20.985209243360377,Benjamini-Hochberg FDR,0.05
PC1,0.9643777134835503,Benjamini-Hochberg FDR,0.05
PC1,16.340661851347445,Benjamini-Hochberg FDR,0.05
PC1,3.4361358703719524,Benjamini-Hochberg FDR,0.05
PC1,7.601691087446671,Benjamini-Hochberg FDR,0.05
PC1,7.814185774191525,Benjamini-Hochberg FDR,0.05
PC1,11.10007151976395,Benjamini-Hochberg FDR,0.05
PC1,7.739816074539572,Benjamini-Hochberg FDR,0.05
PC1,6.839585201705287,Benjamini-Hochberg FDR,0.05
PC1,0.01024134301948365,Benjamini-Hochberg FDR,0.05
PC1,3.651000356393471,Benjamini-Hochberg FDR,0.05
PC1,13.71563959296033,Benjamini-Hochberg FDR,0.05
PC1,1.2765729836313184,Benjamini-Hochberg FDR,0.05
PC1,7.172250035224117,Benjamini-Hochberg FDR,0.05
PC1,20.370121402477476,Benjamini-Hochberg FDR,0.05
PC1,18.76804147180981,Benjamini-Hochberg FDR,0.05
PC1,4.289102693019068,Benjamini-Hochberg FDR,0.05
PC1,8.647106270867909,Benjamini-Hochberg FDR,0.05
