period_h,freq_per_h,n,amp,lag_h,lag_h_mod_period,p_joint,f_joint,r2,a_cos,b_sin,c_const,significant
12.0,0.08333333333333333,6893,9.511095397191982,-3.9328044026520637,8.067195597347936,8.77486482923057e-14,30.195867018517745,0.008688968384513829,-4.462862899696344,-8.399035087020438,1968.9868066852198,True
24.0,0.041666666666666664,6893,24.005703498383895,-3.819292975184426,20.180707024815575,4.1351856915152204e-86,202.32100877982361,0.05547112751874583,12.97258791797522,-20.198657459413585,1969.0948422843524,True
36.0,0.027777777777777776,6893,1.3798967199273662,17.06490525040462,17.06490525040462,0.5325833428576655,0.630073492877766,0.00018286161875713525,-1.3615601388731493,0.224207372532739,1969.0054250096116,False
48.0,0.020833333333333332,6893,1.234897328824227,1.164229307182186,1.164229307182186,0.6054586049613812,0.501805626837052,0.00014564079636170124,1.220584862695197,0.1874673456806765,1969.0043977811745,False
168.0,0.005952380952380952,6893,7.690966124889224,-53.06602714942003,114.93397285057998,2.6195447788747676e-09,19.817045503572757,0.005719507045628958,-3.0929541015195667,-7.041632968288453,1969.0623357709817,True
