metric,phase_local_peak,correction,alpha
PC1,19.89883798636295,Benjamini-Hochberg FDR,0.05
PC1,19.218435871650005,Benjamini-Hochberg FDR,0.05
PC1,2.7749121329555013,Benjamini-Hochberg FDR,0.05
PC1,21.12872672287652,Benjamini-Hochberg FDR,0.05
PC1,11.233113412530171,Benjamini-Hochberg FDR,0.05
PC1,23.07691243046017,Benjamini-Hochberg FDR,0.05
PC1,20.545362788780455,Benjamini-Hochberg FDR,0.05
PC1,12.641764294336765,Benjamini-Hochberg FDR,0.05
PC1,6.577782253530243,Benjamini-Hochberg FDR,0.05
PC1,13.912433910571963,Benjamini-Hochberg FDR,0.05
PC1,12.872757183382618,Benjamini-Hochberg FDR,0.05
PC1,1.1779960926761595,Benjamini-Hochberg FDR,0.05
PC1,6.552084473236569,Benjamini-Hochberg FDR,0.05
PC1,18.727182511631383,Benjamini-Hochberg FDR,0.05
PC1,4.186567658043098,Benjamini-Hochberg FDR,0.05
PC1,4.08983745065995,Benjamini-Hochberg FDR,0.05
PC1,22.13329786592839,Benjamini-Hochberg FDR,0.05
PC1,7.229979961807942,Benjamini-Hochberg FDR,0.05
PC1,0.40456508270888847,Benjamini-Hochberg FDR,0.05
PC1,20.157659260182392,Benjamini-Hochberg FDR,0.05
PC1,0.9293858904801207,Benjamini-Hochberg FDR,0.05
PC1,8.89177746429343,Benjamini-Hochberg FDR,0.05
PC1,4.0460445443599795,Benjamini-Hochberg FDR,0.05
PC1,9.547646109388214,Benjamini-Hochberg FDR,0.05
PC1,5.749693235654753,Benjamini-Hochberg FDR,0.05
PC1,1.5593716314107633,Benjamini-Hochberg FDR,0.05
PC1,17.268709250873673,Benjamini-Hochberg FDR,0.05
PC1,19.831875480111755,Benjamini-Hochberg FDR,0.05
PC1,14.661218984502774,Benjamini-Hochberg FDR,0.05
PC1,23.431648718895662,Benjamini-Hochberg FDR,0.05
PC1,1.580206249384406,Benjamini-Hochberg FDR,0.05
PC1,19.96984071081809,Benjamini-Hochberg FDR,0.05
PC1,17.28729691925848,Benjamini-Hochberg FDR,0.05
PC1,3.1129153714493496,Benjamini-Hochberg FDR,0.05
PC1,0.11974545599850384,Benjamini-Hochberg FDR,0.05
PC1,1.0106220957915077,Benjamini-Hochberg FDR,0.05
PC1,15.93323093689849,Benjamini-Hochberg FDR,0.05
PC1,16.668713556118483,Benjamini-Hochberg FDR,0.05
PC1,2.7112240779578594,Benjamini-Hochberg FDR,0.05
PC1,11.589802794195544,Benjamini-Hochberg FDR,0.05
PC1,3.1592242606819445,Benjamini-Hochberg FDR,0.05
PC1,3.7769721356448107,Benjamini-Hochberg FDR,0.05
PC1,6.405700431639307,Benjamini-Hochberg FDR,0.05
PC1,17.08721249093012,Benjamini-Hochberg FDR,0.05
PC1,6.895538165249244,Benjamini-Hochberg FDR,0.05
PC1,19.753298494660644,Benjamini-Hochberg FDR,0.05
PC1,13.691820478757784,Benjamini-Hochberg FDR,0.05
PC1,9.324031521237378,Benjamini-Hochberg FDR,0.05
PC1,0.501869865303147,Benjamini-Hochberg FDR,0.05
PC1,10.6798892560722,Benjamini-Hochberg FDR,0.05
PC1,0.4743537447561028,Benjamini-Hochberg FDR,0.05
PC1,11.60882397544934,Benjamini-Hochberg FDR,0.05
PC1,3.8147406097944536,Benjamini-Hochberg FDR,0.05
PC1,2.256641290738135,Benjamini-Hochberg FDR,0.05
PC1,16.0522320308962,Benjamini-Hochberg FDR,0.05
PC1,9.88820213042558,Benjamini-Hochberg FDR,0.05
PC1,4.564368369280479,Benjamini-Hochberg FDR,0.05
PC1,20.25724507339497,Benjamini-Hochberg FDR,0.05
PC1,0.07539903702912376,Benjamini-Hochberg FDR,0.05
PC1,21.822582825365632,Benjamini-Hochberg FDR,0.05
PC1,7.051111830982691,Benjamini-Hochberg FDR,0.05
PC1,18.143354461693566,Benjamini-Hochberg FDR,0.05
PC1,2.5310704366741366,Benjamini-Hochberg FDR,0.05
PC1,13.463819071350063,Benjamini-Hochberg FDR,0.05
PC1,11.403908929234586,Benjamini-Hochberg FDR,0.05
PC1,8.564989920244603,Benjamini-Hochberg FDR,0.05
PC1,6.58046350731273,Benjamini-Hochberg FDR,0.05
PC1,14.300374813798225,Benjamini-Hochberg FDR,0.05
PC1,14.470510092708693,Benjamini-Hochberg FDR,0.05
PC1,17.711174663354388,Benjamini-Hochberg FDR,0.05
PC1,14.069346294339788,Benjamini-Hochberg FDR,0.05
PC1,14.14329682853938,Benjamini-Hochberg FDR,0.05
PC1,14.947233697990217,Benjamini-Hochberg FDR,0.05
PC1,3.864823374318207,Benjamini-Hochberg FDR,0.05
PC1,21.28757553894446,Benjamini-Hochberg FDR,0.05
PC1,4.604894249570786,Benjamini-Hochberg FDR,0.05
PC1,21.76003551235449,Benjamini-Hochberg FDR,0.05
PC1,16.103480057743653,Benjamini-Hochberg FDR,0.05
PC1,19.417977635374477,Benjamini-Hochberg FDR,0.05
PC1,18.26812297965271,Benjamini-Hochberg FDR,0.05
PC1,22.722679547698966,Benjamini-Hochberg FDR,0.05
PC1,3.4492404821193556,Benjamini-Hochberg FDR,0.05
PC1,17.910906283935645,Benjamini-Hochberg FDR,0.05
PC1,15.69886722678654,Benjamini-Hochberg FDR,0.05
PC1,6.540644070966808,Benjamini-Hochberg FDR,0.05
PC1,17.31067766757975,Benjamini-Hochberg FDR,0.05
PC1,21.540505242469024,Benjamini-Hochberg FDR,0.05
PC1,5.749843385771909,Benjamini-Hochberg FDR,0.05
PC1,21.926663637384642,Benjamini-Hochberg FDR,0.05
PC1,4.132952553845219,Benjamini-Hochberg FDR,0.05
PC1,9.698405070796511,Benjamini-Hochberg FDR,0.05
PC1,0.9142128649912689,Benjamini-Hochberg FDR,0.05
PC1,10.422341430353947,Benjamini-Hochberg FDR,0.05
PC1,21.202895735817386,Benjamini-Hochberg FDR,0.05
PC1,23.12853251469272,Benjamini-Hochberg FDR,0.05
PC1,22.954525492889722,Benjamini-Hochberg FDR,0.05
PC1,13.777616461406268,Benjamini-Hochberg FDR,0.05
PC1,18.33955616420242,Benjamini-Hochberg FDR,0.05
PC1,12.110965367064962,Benjamini-Hochberg FDR,0.05
PC1,4.890802869540805,Benjamini-Hochberg FDR,0.05
PC1,19.36546768452765,Benjamini-Hochberg FDR,0.05
PC1,18.75827982168661,Benjamini-Hochberg FDR,0.05
PC1,1.2529262639475593,Benjamini-Hochberg FDR,0.05
PC1,3.7539548836285492,Benjamini-Hochberg FDR,0.05
PC1,6.664335378080224,Benjamini-Hochberg FDR,0.05
PC1,6.177879052555749,Benjamini-Hochberg FDR,0.05
