metric,platform,phase_local_peak
PC1,JP1,0.4305596283313697
PC1,JP1,5.437922821373185
PC1,JP1,6.695232012282752
PC1,JP1,5.726214894713177
PC1,JP1,6.61567702037166
PC1,JP1,12.522394129914195
PC1,JP1,21.07284375913367
PC1,JP1,9.101848660316907
PC1,JP1,21.68057526686637
PC1,JP1,22.10047273545222
PC1,JP1,22.023957675561142
PC1,JP1,7.097714616131686
PC1,JP1,7.621198707845512
PC1,JP1,17.366137277536083
PC1,JP1,22.59388584492111
PC1,JP1,14.625151457434766
PC1,JP1,8.997552554077544
PC1,JP1,2.194008219858503
PC1,JP1,21.397757318597108
PC1,JP1,21.126520396827463
PC1,JP1,7.717215824912369
PC1,JP1,0.5229114582550167
PC1,JP1,19.827048358623344
PC1,JP1,6.141943775722126
PC1,JP1,22.58140671700535
PC1,JP1,23.249855618062703
PC1,JP1,21.872860783006377
PC1,JP1,17.433229449645488
PC1,JP1,7.473083388529407
PC1,JP1,18.15870531883834
PC1,JP1,20.08297852752447
PC1,JP1,10.106012004969728
PC1,JP1,9.045673802645693
PC1,JP1,9.111997407325449
PC1,JP1,9.622547906720127
PC1,JP1,19.751146625662024
PC1,JP1,18.393668343029933
PC1,JP1,7.439308755007911
PC1,JP1,17.318510066687594
PC1,JP1,7.954244610279208
PC1,JP1,15.790200101316245
PC1,JP1,5.915789945453817
PC1,JP1,0.6291232751606302
PC1,JP1,6.390194675692701
PC1,JP1,19.09017727191884
PC1,JP1,19.342958736877637
PC1,JP1,18.27089391302985
PC1,JP1,20.01069238616537
PC1,JP1,5.043558483121448
PC1,JP1,0.8380365010123363
PC1,JP1,14.32367013064467
PC1,JP1,19.621367493123596
PC1,JP1,22.331517974058457
PC1,JP1,2.4656026798115818
PC1,JP1,2.502827879686137
PC1,JP1,22.023363498354787
PC1,JP1,2.867925242645456
PC1,JP1,17.50284885696498
PC1,JP1,0.754124542196557
PC1,JP1,10.571475922903256
PC1,JP1,22.433400060907147
PC1,JP1,5.086965329817293
PC1,JP1,18.18797439159312
PC1,JP1,6.640516161448325
PC1,JP1,6.139194196327626
PC1,JP1,7.986361725496611
PC1,JP1,20.25226816400826
PC1,JP1,21.981199644648093
PC1,JP1,7.518379917246886
PC1,JP1,8.569446178635069
PC1,JP1,4.857025429545665
PC1,JP1,16.434716300608585
PC1,JP1,7.77267561634762
PC1,JP1,22.595737806384285
PC1,JP1,7.011373012631729
PC1,JP1,5.176604803057991
PC1,JP1,5.610362620518114
PC1,JP1,5.277645389925663
PC1,JP1,6.684169656143528
PC1,JP1,17.244113428507188
