metric,phase_local_peak,correction,alpha
PC2,13.642963955291549,Benjamini-Hochberg FDR,0.05
PC2,15.420009476820223,Benjamini-Hochberg FDR,0.05
PC2,10.330922238844193,Benjamini-Hochberg FDR,0.05
PC2,16.4110609624335,Benjamini-Hochberg FDR,0.05
PC2,22.539966453788573,Benjamini-Hochberg FDR,0.05
PC2,10.925394779970787,Benjamini-Hochberg FDR,0.05
PC2,5.314913407475242,Benjamini-Hochberg FDR,0.05
PC2,10.473369606925058,Benjamini-Hochberg FDR,0.05
PC2,22.630801250129625,Benjamini-Hochberg FDR,0.05
PC2,2.644954981970443,Benjamini-Hochberg FDR,0.05
PC2,21.85337420677309,Benjamini-Hochberg FDR,0.05
PC2,12.190361812720052,Benjamini-Hochberg FDR,0.05
PC2,17.421356487768495,Benjamini-Hochberg FDR,0.05
PC2,11.81901755230053,Benjamini-Hochberg FDR,0.05
PC2,9.727975702451308,Benjamini-Hochberg FDR,0.05
PC2,20.49712596227865,Benjamini-Hochberg FDR,0.05
PC2,23.061160824411854,Benjamini-Hochberg FDR,0.05
PC2,11.797661495241027,Benjamini-Hochberg FDR,0.05
PC2,5.1571837342699105,Benjamini-Hochberg FDR,0.05
PC2,20.035994336196946,Benjamini-Hochberg FDR,0.05
PC2,23.015059999433063,Benjamini-Hochberg FDR,0.05
PC2,10.204246758509278,Benjamini-Hochberg FDR,0.05
PC2,8.5880074747236,Benjamini-Hochberg FDR,0.05
PC2,19.040975665786238,Benjamini-Hochberg FDR,0.05
PC2,0.5542805068418373,Benjamini-Hochberg FDR,0.05
PC2,13.6839427749469,Benjamini-Hochberg FDR,0.05
PC2,12.999932306112019,Benjamini-Hochberg FDR,0.05
PC2,2.1245634847989487,Benjamini-Hochberg FDR,0.05
PC2,15.812119829480512,Benjamini-Hochberg FDR,0.05
PC2,21.628773215594663,Benjamini-Hochberg FDR,0.05
PC2,17.442850810023366,Benjamini-Hochberg FDR,0.05
PC2,14.75079484900116,Benjamini-Hochberg FDR,0.05
PC2,21.302993699277955,Benjamini-Hochberg FDR,0.05
PC2,14.977152700924993,Benjamini-Hochberg FDR,0.05
PC2,19.22308168635177,Benjamini-Hochberg FDR,0.05
PC2,8.899143343022837,Benjamini-Hochberg FDR,0.05
PC2,9.8657845349435,Benjamini-Hochberg FDR,0.05
PC2,14.143567897173945,Benjamini-Hochberg FDR,0.05
PC2,9.24328590906037,Benjamini-Hochberg FDR,0.05
PC2,5.337077822548748,Benjamini-Hochberg FDR,0.05
PC2,17.409561236255204,Benjamini-Hochberg FDR,0.05
PC2,9.165327111222757,Benjamini-Hochberg FDR,0.05
PC2,14.822686532951199,Benjamini-Hochberg FDR,0.05
PC2,11.739844036895125,Benjamini-Hochberg FDR,0.05
PC2,17.68326480710672,Benjamini-Hochberg FDR,0.05
PC2,7.1736326357827345,Benjamini-Hochberg FDR,0.05
PC2,17.894136798631816,Benjamini-Hochberg FDR,0.05
PC2,12.514160644097956,Benjamini-Hochberg FDR,0.05
PC2,18.103884180299115,Benjamini-Hochberg FDR,0.05
PC2,12.313221360071182,Benjamini-Hochberg FDR,0.05
PC2,11.142826402707833,Benjamini-Hochberg FDR,0.05
PC2,13.923341715389665,Benjamini-Hochberg FDR,0.05
PC2,9.717555864532045,Benjamini-Hochberg FDR,0.05
PC2,7.664527497837037,Benjamini-Hochberg FDR,0.05
PC2,20.162872304631463,Benjamini-Hochberg FDR,0.05
PC2,22.850611893175014,Benjamini-Hochberg FDR,0.05
PC2,3.159477676046336,Benjamini-Hochberg FDR,0.05
PC2,5.844690922889965,Benjamini-Hochberg FDR,0.05
PC2,18.692331841224547,Benjamini-Hochberg FDR,0.05
PC2,5.973893385926159,Benjamini-Hochberg FDR,0.05
PC2,11.472350685502711,Benjamini-Hochberg FDR,0.05
PC2,16.412681360065214,Benjamini-Hochberg FDR,0.05
PC2,19.79979935046539,Benjamini-Hochberg FDR,0.05
PC2,15.778055250721344,Benjamini-Hochberg FDR,0.05
PC2,19.288331297388385,Benjamini-Hochberg FDR,0.05
PC2,14.736879412512469,Benjamini-Hochberg FDR,0.05
PC2,9.887448254599,Benjamini-Hochberg FDR,0.05
PC2,8.761403597962811,Benjamini-Hochberg FDR,0.05
PC2,0.983356403642202,Benjamini-Hochberg FDR,0.05
PC2,4.990848985671384,Benjamini-Hochberg FDR,0.05
PC2,20.12119015332779,Benjamini-Hochberg FDR,0.05
PC2,9.894405254135602,Benjamini-Hochberg FDR,0.05
PC2,15.664075306696255,Benjamini-Hochberg FDR,0.05
PC2,8.06010973286695,Benjamini-Hochberg FDR,0.05
PC2,2.481859898684303,Benjamini-Hochberg FDR,0.05
PC2,20.886260932498516,Benjamini-Hochberg FDR,0.05
PC2,4.752721745397963,Benjamini-Hochberg FDR,0.05
PC2,7.027075002672886,Benjamini-Hochberg FDR,0.05
PC2,12.175212965498975,Benjamini-Hochberg FDR,0.05
