ACCOUNTID,game_count
935390,2217
781611,2058
202816005,2032
230860,1989
202533055,1948
201005657,1827
202323730,1824
202946662,1801
202531450,1774
202478289,1746
200147850,1741
202423865,1723
202284622,1706
202891117,1694
202983055,1674
234938,1672
202639222,1634
202250851,1629
202660432,1617
202617061,1607
202381917,1606
202268621,1602
202616923,1580
202693199,1577
202445191,1567
202549420,1541
202288741,1529
200938694,1522
202510069,1504
202184245,1503
202560823,1501
201941606,1493
202576804,1491
202648705,1468
202503352,1465
200073773,1464
202621711,1463
202465230,1461
202519142,1459
202315090,1449
1351365,1442
201272542,1433
1725125,1431
202593784,1431
201355566,1425
202595422,1413
202540393,1412
202643445,1397
202247127,1393
202623819,1385
201969335,1371
201172817,1366
202232040,1362
202864666,1362
202469959,1355
202736143,1352
202367133,1348
202553326,1348
202375880,1348
202706847,1344
202184187,1327
1470578,1327
201960299,1327
201393334,1325
201530973,1316
202819737,1313
202313729,1307
202709337,1305
1389524,1302
202982638,1298
202451697,1296
202381097,1293
203023446,1290
202340700,1290
202471884,1290
201944187,1289
201828145,1282
202440672,1277
202811401,1274
200918872,1273
202708265,1260
202322156,1259
202450913,1259
202360980,1256
202146667,1250
202515347,1247
202517409,1242
1853055,1241
201871045,1228
202132516,1225
202160068,1221
202409097,1218
202433765,1213
202671192,1209
201551669,1203
202377555,1201
200936888,1197
202461592,1196
203266388,1193
202421413,1193
202462415,1186
202012465,1185
202659820,1182
1458590,1180
202504015,1177
202582918,1175
202676139,1174
200146737,1174
202509988,1174
202543367,1171
202555665,1167
202345311,1166
202453041,1164
1805024,1163
203127500,1152
877037,1149
202655712,1148
202601085,1145
202377880,1144
203131284,1144
202197811,1144
1412087,1143
202251246,1142
202373328,1141
200946749,1139
201255505,1139
202569813,1137
202289086,1136
202727279,1134
202155666,1133
202476249,1132
202544326,1131
202582360,1127
203043664,1127
202423001,1125
202202298,1123
202251736,1121
202451420,1119
202787709,1113
200211968,1111
202397489,1107
202811362,1104
200371104,1104
202064653,1101
200727991,1101
202400086,1100
1055814,1098
202178782,1096
202440572,1096
201626647,1094
200769827,1093
202423385,1093
202838090,1092
202888799,1091
202053206,1090
200808903,1088
202484018,1083
202442452,1082
202861898,1082
202679362,1079
202519838,1078
202570371,1076
202692574,1075
202616117,1075
202181251,1072
202476032,1069
202201815,1067
202352473,1067
201144136,1065
202601407,1064
201256972,1064
202822306,1063
202480884,1059
202567969,1058
1106349,1054
202915732,1052
201632884,1051
202381410,1051
202765860,1050
202413228,1050
200779043,1049
202602685,1047
202478504,1046
200722572,1046
202917205,1044
202589576,1043
202492221,1043
202470874,1043
202566583,1042
202535840,1041
840782,1040
202455528,1040
201980229,1039
202817355,1038
202260514,1037
202504505,1036
202605084,1036
202876312,1036
202586155,1036
201422208,1034
202895736,1034
202484176,1034
202796227,1033
202028477,1031
201134111,1030
202882421,1030
202609065,1029
202479545,1029
202457308,1026
110209,1025
201440060,1023
202450108,1022
202870592,1020
202503737,1019
200456852,1018
1920408,1017
200782144,1016
202511718,1015
200243341,1015
202516199,1011
203052597,1011
202438048,1011
202369716,1011
202467940,1010
202314046,1009
201554463,1009
202479578,1009
202542052,1008
200380577,1007
202583582,1005
203082609,1005
202256664,1004
200671638,1002
202200961,1002
202698959,996
202429718,995
202630659,994
202730543,993
201854215,992
202681396,990
202853229,989
202657610,989
202732798,988
202904776,986
202839615,985
232189,985
202189722,984
202363051,984
1632419,984
202311848,983
678053,983
202117761,982
201180364,982
202666526,980
1758498,980
202853768,976
202038860,973
681737,973
203064690,972
1087248,971
201841510,971
1332365,969
202563345,967
1844829,965
202635995,963
1804935,963
202736811,963
202287737,963
201707967,963
201477878,963
202165493,961
1917065,959
202357452,957
200538652,957
202279663,957
202333011,955
202217367,953
202465031,950
201222394,950
202549217,949
202636318,947
202548597,946
202317039,946
536336,946
202266717,946
202455032,946
202397890,945
202606159,945
201904021,945
201528628,944
203104836,944
202666280,943
202934937,942
202752425,942
202999336,942
202774028,942
419904,941
200521134,940
201494999,939
202444986,939
202722700,938
202576620,938
202779645,936
202708846,935
201552880,935
202058580,935
964296,934
200346628,934
202352918,932
202354125,932
38524,932
200850496,931
202414722,930
457693,930
202442712,930
988579,929
202143678,928
202383603,928
202546762,927
202651460,926
201849838,925
200893627,924
1915998,923
202636514,922
202789971,920
202714911,919
202298317,919
203130912,918
202256801,918
202329287,917
203364250,916
200855940,916
202094168,914
202057286,912
202518185,912
1881728,910
202568129,910
202460397,907
202253073,906
202577183,904
1407816,903
201926992,903
202357574,902
202157815,902
200788744,901
202247769,901
201480945,900
201545985,900
202685515,898
202492711,896
202457285,896
201930442,896
200407525,895
202184420,894
202901564,893
201479504,893
1551043,893
201822445,892
202568315,892
202694348,891
202603075,890
202450879,890
201713182,889
201292347,889
202531397,888
202539841,888
1520812,886
202777788,884
202427490,883
202509700,882
971239,881
203044837,881
202194064,881
202202531,880
202835017,880
200572021,880
202466002,878
767739,878
202639213,878
202604439,877
201791025,875
202813047,875
202241040,873
202577261,873
683522,873
202221229,872
202440364,871
202832105,871
200307694,871
459138,869
200065510,869
202255389,869
202371163,868
202445568,868
200898076,868
201834899,868
202180941,868
201764659,868
202770768,868
202411228,868
203146613,867
202547539,867
200976863,866
202431926,864
202284608,864
202559419,863
202353394,863
202942158,862
202712753,861
201521009,861
1895653,860
202561598,860
202438539,859
202710629,858
202540775,857
202528592,856
202617699,854
202683428,854
202574974,854
202515836,853
202570643,853
200240122,853
202297648,853
202424742,852
202462380,852
202743176,851
202532905,850
203277324,850
1905293,850
202400115,850
202647222,850
201985692,848
202975672,847
202610518,845
201440651,844
201740980,844
202981182,844
201582846,844
201080896,843
202307767,843
202180645,843
200787119,843
200794825,842
200621008,842
200744754,842
202336990,838
202570297,838
202432202,838
202470360,838
202107648,837
201736438,837
202888144,837
200546029,835
202312620,835
202203477,835
201643320,835
201357558,834
202616255,834
202585557,833
202366050,830
201248172,830
202789961,829
202380307,828
202028990,828
202094923,828
842526,827
202934101,827
203174198,826
202378805,825
202453367,825
202681337,824
201157855,824
202233700,823
202465890,823
732951,823
202462930,823
202033246,822
202029502,822
202373947,822
200362495,821
202781868,821
200853891,821
202670439,820
202489837,820
202282426,820
202901180,819
202775914,819
202317244,818
202604274,817
202248806,817
202641669,817
201802698,816
201899404,816
202103568,816
1656260,816
202665075,815
202783060,815
200491166,815
202691564,815
202194447,815
202169755,815
202083800,814
202529874,814
227808,814
202316696,814
200497429,813
202798381,812
202255015,812
202483935,812
1388113,811
202705467,811
202516860,810
201940834,809
1576476,809
200749693,809
200785228,809
202310833,809
202830419,809
1297213,808
202347696,808
201026407,808
1152229,808
203353371,808
202301874,807
202186621,807
202147184,806
202413000,806
202475378,805
202648615,805
202165310,805
202810277,805
202561539,804
202907343,804
201963568,804
202180855,803
202598349,803
238109,802
202997436,802
202797381,802
201846107,801
202607575,800
200835250,800
202784612,800
202666719,799
202557616,799
202078044,798
202233893,798
202566503,798
200556263,798
162624,798
203251891,798
202679163,797
179605,797
201900252,796
201863309,795
202763985,795
202228425,795
200499557,794
201111806,792
202573334,791
201994966,791
201480153,790
201779588,789
936023,789
202214624,789
202379963,789
200430689,788
202707689,788
202307636,788
202539753,788
202589111,787
200695230,787
251136,786
202968724,786
202741771,785
202745998,785
202767559,785
202812516,785
202432435,784
202201227,784
202164081,784
202110641,783
202426636,783
202499446,783
202917423,783
395250,783
201998295,783
202849465,783
202169201,782
200229107,782
1190519,781
202931225,781
201447405,781
202840832,781
1476018,780
201666975,780
201956237,779
202474946,779
201420313,779
203071566,779
201090031,778
202362664,778
202456987,777
201694976,777
202545564,777
202328550,777
202180416,777
202519037,777
202292438,777
202383846,776
201153036,776
202637981,776
200686756,775
1202338,775
200520077,775
202660986,775
202433995,775
202748234,774
201784610,774
202927950,772
200719674,771
202762789,771
202393537,771
201519956,769
201365636,769
202584414,769
455605,768
203364258,768
202314002,768
202911999,767
202534053,767
201813658,767
200676902,767
203041246,766
202593304,766
202440646,766
202989477,765
202747860,764
200056436,764
201650335,764
202694003,764
200266223,763
202943659,763
202425959,763
202642086,763
202625595,763
115727,761
202167387,761
202568704,761
201856004,760
202462079,759
202330994,759
202845081,759
202620986,758
202686730,757
202480453,757
201628157,757
202020582,757
202589885,756
202839681,756
202384806,756
202475005,756
201612580,755
201661353,755
201775548,754
749058,754
202044001,753
202670667,753
200725062,753
202856100,753
201908347,752
201927375,752
202603600,751
202371010,751
203168436,751
340268,751
202980873,749
201816795,749
1016758,748
202419411,748
201542822,747
200597068,747
201799830,746
200065665,746
202286997,745
202775882,745
202655509,744
202464145,744
136797,744
200826987,744
201452785,743
202231851,743
202409686,743
202210440,743
201247555,742
202492890,741
1456847,741
202580142,741
200034478,741
202603656,741
202641754,740
203030689,740
201775211,740
202641723,739
202663656,739
202930296,738
203273964,737
202747863,736
202585765,736
200550724,735
202354846,735
201560051,735
202476988,735
200751413,734
201966551,734
202546004,734
203063329,734
202652741,734
203377120,734
201996390,733
202406243,733
203143698,733
203142769,733
200996683,733
202641977,732
200623630,732
202471983,732
202866123,732
201662545,731
202595083,731
202749883,731
202365857,730
202514683,729
202822441,729
202354489,728
203047771,727
202303757,727
201940472,727
202593946,727
201790314,727
202078227,727
202700021,726
202444065,726
201682883,726
201534835,726
201800612,725
200536170,725
202572059,724
202807314,723
200945140,722
202886506,722
202422513,722
202858296,722
201871734,722
202176900,722
200174628,721
202653569,721
202902295,721
202789150,721
201042461,720
200603959,720
202239530,719
202209049,719
201542174,719
201939376,719
202351017,718
201584836,718
202536442,718
202135931,718
202530297,718
202860126,717
200880483,717
203047718,716
1451960,715
202696771,714
202095050,714
200942673,714
202575078,714
390649,713
202447696,713
201651115,713
201927787,713
202748141,712
202170510,712
201439234,712
201593265,712
201006744,712
202378835,711
202227717,711
202229549,710
202324157,710
201689843,710
