metric,phase_local_peak,correction,alpha
PC1,14.33096371350828,Benjamini-Hochberg FDR,0.05
PC1,3.4119816101985094,Benjamini-Hochberg FDR,0.05
PC1,17.51436916663733,Benjamini-Hochberg FDR,0.05
PC1,15.381422201411802,Benjamini-Hochberg FDR,0.05
PC1,4.994893448255729,Benjamini-Hochberg FDR,0.05
PC1,3.9579829159299864,Benjamini-Hochberg FDR,0.05
PC1,12.59027127323018,Benjamini-Hochberg FDR,0.05
PC1,16.096503714639397,Benjamini-Hochberg FDR,0.05
PC1,16.980362998779544,Benjamini-Hochberg FDR,0.05
PC1,18.372352488830757,Benjamini-Hochberg FDR,0.05
PC1,18.232090121296206,Benjamini-Hochberg FDR,0.05
PC1,20.934766324157696,Benjamini-Hochberg FDR,0.05
PC1,12.173714154628508,Benjamini-Hochberg FDR,0.05
PC1,23.938758827443483,Benjamini-Hochberg FDR,0.05
PC1,8.91565323114349,Benjamini-Hochberg FDR,0.05
PC1,5.197338739362044,Benjamini-Hochberg FDR,0.05
PC1,19.711507719444246,Benjamini-Hochberg FDR,0.05
PC1,22.26137025279278,Benjamini-Hochberg FDR,0.05
PC1,0.6780035729157419,Benjamini-Hochberg FDR,0.05
PC1,20.603082817485767,Benjamini-Hochberg FDR,0.05
PC1,13.491679280868714,Benjamini-Hochberg FDR,0.05
PC1,21.35834701209584,Benjamini-Hochberg FDR,0.05
PC1,4.289982708298558,Benjamini-Hochberg FDR,0.05
PC1,21.321599869758042,Benjamini-Hochberg FDR,0.05
PC1,17.26198649716885,Benjamini-Hochberg FDR,0.05
PC1,20.443159980010172,Benjamini-Hochberg FDR,0.05
PC1,0.25297905185940905,Benjamini-Hochberg FDR,0.05
PC1,3.277042781434436,Benjamini-Hochberg FDR,0.05
PC1,21.364471304013286,Benjamini-Hochberg FDR,0.05
PC1,15.262930281293599,Benjamini-Hochberg FDR,0.05
PC1,1.563994500459117,Benjamini-Hochberg FDR,0.05
PC1,20.165038420605185,Benjamini-Hochberg FDR,0.05
PC1,0.7451489166538394,Benjamini-Hochberg FDR,0.05
PC1,20.097795106751384,Benjamini-Hochberg FDR,0.05
PC1,5.484375806519604,Benjamini-Hochberg FDR,0.05
PC1,23.858169075252004,Benjamini-Hochberg FDR,0.05
PC1,22.93609854867229,Benjamini-Hochberg FDR,0.05
PC1,17.257469843682916,Benjamini-Hochberg FDR,0.05
PC1,22.984477776265372,Benjamini-Hochberg FDR,0.05
PC1,6.604775890454584,Benjamini-Hochberg FDR,0.05
PC1,23.249260674680375,Benjamini-Hochberg FDR,0.05
PC1,19.868591951450345,Benjamini-Hochberg FDR,0.05
PC1,20.043288153213233,Benjamini-Hochberg FDR,0.05
PC1,12.236658421752995,Benjamini-Hochberg FDR,0.05
PC1,20.128349601633953,Benjamini-Hochberg FDR,0.05
PC1,5.856381766184594,Benjamini-Hochberg FDR,0.05
PC1,7.977037496097614,Benjamini-Hochberg FDR,0.05
PC1,5.841108666969442,Benjamini-Hochberg FDR,0.05
PC1,13.470483032912405,Benjamini-Hochberg FDR,0.05
PC1,22.181961144674418,Benjamini-Hochberg FDR,0.05
PC1,15.84718522493423,Benjamini-Hochberg FDR,0.05
PC1,19.89976671992425,Benjamini-Hochberg FDR,0.05
PC1,15.94792129653154,Benjamini-Hochberg FDR,0.05
PC1,23.283725548529446,Benjamini-Hochberg FDR,0.05
PC1,19.086973813925503,Benjamini-Hochberg FDR,0.05
PC1,23.28056982495699,Benjamini-Hochberg FDR,0.05
PC1,6.946464444565954,Benjamini-Hochberg FDR,0.05
PC1,8.596743918336847,Benjamini-Hochberg FDR,0.05
PC1,12.186705967291001,Benjamini-Hochberg FDR,0.05
PC1,4.412070511260561,Benjamini-Hochberg FDR,0.05
PC1,5.715329988452206,Benjamini-Hochberg FDR,0.05
PC1,19.658242814870928,Benjamini-Hochberg FDR,0.05
PC1,14.249158815639804,Benjamini-Hochberg FDR,0.05
PC1,23.649610668244797,Benjamini-Hochberg FDR,0.05
PC1,6.0518206234848995,Benjamini-Hochberg FDR,0.05
PC1,0.3520767729847982,Benjamini-Hochberg FDR,0.05
PC1,13.833540609371665,Benjamini-Hochberg FDR,0.05
PC1,22.500810213822106,Benjamini-Hochberg FDR,0.05
PC1,17.908153431667355,Benjamini-Hochberg FDR,0.05
PC1,3.172469626038453,Benjamini-Hochberg FDR,0.05
PC1,21.9867727769388,Benjamini-Hochberg FDR,0.05
PC1,20.415725421118687,Benjamini-Hochberg FDR,0.05
PC1,22.671250300780304,Benjamini-Hochberg FDR,0.05
PC1,21.237264044800213,Benjamini-Hochberg FDR,0.05
PC1,3.8524074466297336,Benjamini-Hochberg FDR,0.05
PC1,20.00211626418038,Benjamini-Hochberg FDR,0.05
PC1,3.002175545490328,Benjamini-Hochberg FDR,0.05
PC1,23.070351436806387,Benjamini-Hochberg FDR,0.05
PC1,15.235774625754766,Benjamini-Hochberg FDR,0.05
PC1,22.032608293821667,Benjamini-Hochberg FDR,0.05
PC1,23.668359114254862,Benjamini-Hochberg FDR,0.05
PC1,0.6196847743056431,Benjamini-Hochberg FDR,0.05
PC1,7.247043610885853,Benjamini-Hochberg FDR,0.05
PC1,18.88236755476388,Benjamini-Hochberg FDR,0.05
PC1,1.7303238844365865,Benjamini-Hochberg FDR,0.05
PC1,22.82347668707157,Benjamini-Hochberg FDR,0.05
PC1,16.57882083617135,Benjamini-Hochberg FDR,0.05
PC1,8.220003244847854,Benjamini-Hochberg FDR,0.05
PC1,19.903962023374042,Benjamini-Hochberg FDR,0.05
PC1,1.4140682686148445,Benjamini-Hochberg FDR,0.05
PC1,20.723995485405226,Benjamini-Hochberg FDR,0.05
PC1,22.004248727750966,Benjamini-Hochberg FDR,0.05
PC1,1.3205526985878642,Benjamini-Hochberg FDR,0.05
PC1,20.93189460159193,Benjamini-Hochberg FDR,0.05
PC1,0.2278048454082935,Benjamini-Hochberg FDR,0.05
PC1,23.19166322119975,Benjamini-Hochberg FDR,0.05
PC1,1.8256165870632586,Benjamini-Hochberg FDR,0.05
PC1,6.6272146563521686,Benjamini-Hochberg FDR,0.05
PC1,17.962509268261634,Benjamini-Hochberg FDR,0.05
PC1,9.389868788104028,Benjamini-Hochberg FDR,0.05
PC1,9.275224778981006,Benjamini-Hochberg FDR,0.05
PC1,23.869892844152282,Benjamini-Hochberg FDR,0.05
PC1,21.987299039215838,Benjamini-Hochberg FDR,0.05
